Entity,Code,Day,Alpha,Beta,Gamma,Delta,Omicron (BA.1),Omicron (BA.2),Omicron (BA.2.12.1),Omicron (BA.2.75),Omicron (BA.4),Omicron (BA.5),Omicron (BQ.1),Omicron (XBB),Omicron (XBB.1.5),Omicron (XBB.1.16),Omicron (CH.1.1),Omicron (XBB.1.9),Omicron (XBB.2.3),Omicron (EG.5.1),Recombinant,non_who
Senegal,SEN,2021-04-26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Senegal,SEN,2021-07-05,2,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Senegal,SEN,2021-07-19,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Senegal,SEN,2021-08-02,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Senegal,SEN,2021-08-16,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Senegal,SEN,2022-01-03,0,0,0,7,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,SEN,2022-01-17,0,0,0,0,249,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,2022-05-09,0,0,0,0,8,95,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Serbia,SRB,2022-05-23,0,0,0,0,5,104,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,2022-06-20,0,0,0,0,9,71,8,0,4,17,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,2022-07-18,0,0,0,0,0,9,7,0,6,192,0,0,0,0,0,0,0,0,1,0
Serbia,SRB,2022-09-26,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,2022-11-21,0,0,0,0,0,0,0,1,0,107,7,1,0,0,0,0,0,0,1,0
Seychelles,SYC,2022-01-03,0,0,0,50,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,2022-01-17,0,0,0,8,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-04-12,37,91,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Singapore,SGP,2021-04-26,27,31,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Singapore,SGP,2021-05-10,14,12,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Singapore,SGP,2021-05-24,3,10,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Singapore,SGP,2021-06-07,2,6,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Singapore,SGP,2021-06-21,2,2,2,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Singapore,SGP,2021-07-05,0,2,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Singapore,SGP,2021-07-19,2,1,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Singapore,SGP,2021-08-02,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-08-16,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-08-30,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Singapore,SGP,2021-09-13,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-09-27,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-10-11,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-10-25,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-11-08,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-11-22,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-12-06,0,0,0,402,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2021-12-20,0,0,0,324,226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-01-03,0,0,0,261,318,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-01-17,0,0,0,79,453,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-01-31,0,0,0,11,174,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-02-14,0,0,0,1,246,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-02-28,0,0,0,0,202,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-03-14,0,0,0,0,78,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-03-28,0,0,0,0,32,434,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Singapore,SGP,2022-04-11,0,0,0,0,21,536,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Singapore,SGP,2022-04-25,0,0,0,0,2,555,5,0,1,0,0,0,0,0,0,0,0,0,1,0
Singapore,SGP,2022-05-09,0,0,0,0,12,508,12,0,2,0,0,0,0,0,0,0,0,0,3,0
Singapore,SGP,2022-05-23,0,0,0,0,0,617,28,0,9,22,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-06-06,0,0,0,0,0,456,46,0,28,123,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-06-20,0,0,0,0,0,309,33,0,65,385,0,0,0,0,0,0,0,0,1,0
Singapore,SGP,2022-07-04,0,0,0,0,0,250,25,0,49,591,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-07-18,0,0,0,0,0,265,38,12,16,368,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-08-01,0,0,0,0,0,297,50,46,9,478,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2022-08-15,0,0,0,0,0,99,15,52,8,481,0,0,0,0,0,0,0,0,1,0
Singapore,SGP,2022-08-29,0,0,0,0,0,41,1,97,7,554,0,0,0,0,0,0,0,0,1,0
Singapore,SGP,2022-09-12,0,0,0,0,0,36,1,189,7,399,0,4,0,0,0,0,0,0,1,0
Singapore,SGP,2022-09-26,0,0,0,0,0,37,0,291,3,268,0,62,0,0,0,0,0,0,2,0
Singapore,SGP,2022-10-10,0,0,0,0,0,12,0,153,2,198,3,377,0,0,0,0,0,0,4,0
Singapore,SGP,2022-10-24,0,0,0,0,0,11,0,66,4,178,19,448,0,0,0,0,0,0,3,0
Singapore,SGP,2022-11-07,0,0,0,0,0,4,0,64,1,227,81,304,0,0,2,1,0,0,3,0
Singapore,SGP,2022-11-21,0,0,0,0,0,10,0,73,2,144,143,295,0,0,11,0,0,0,4,0
Singapore,SGP,2022-12-05,0,0,0,0,0,3,0,62,1,101,149,203,1,0,16,6,0,0,3,0
Singapore,SGP,2022-12-19,0,0,0,0,0,9,0,95,1,113,200,222,4,0,21,5,0,0,13,0
Singapore,SGP,2023-01-02,0,0,0,0,0,22,0,100,1,158,206,158,10,0,28,11,0,0,20,0
Singapore,SGP,2023-01-16,0,0,0,0,0,31,0,111,0,73,140,112,19,0,61,17,0,0,23,0
Singapore,SGP,2023-01-30,0,0,0,0,0,25,0,63,0,23,47,59,27,0,54,17,0,0,35,0
Singapore,SGP,2023-02-13,0,0,0,0,0,28,0,79,0,10,49,61,71,0,85,56,13,0,54,0
Singapore,SGP,2023-02-27,0,0,0,0,0,11,0,44,0,6,46,29,104,10,40,78,16,0,46,0
Singapore,SGP,2023-03-13,0,0,0,0,0,2,0,28,0,1,23,21,182,15,45,140,58,0,34,0
Singapore,SGP,2023-03-27,0,0,0,0,0,2,0,32,0,3,8,18,327,131,55,200,142,0,34,0
Singapore,SGP,2023-04-10,0,0,0,0,0,2,0,5,0,2,4,19,243,188,34,198,259,0,25,0
Singapore,SGP,2023-04-24,0,0,0,0,0,2,0,8,0,1,3,12,196,187,14,188,227,0,37,0
Singapore,SGP,2023-05-08,0,0,0,0,0,2,0,2,0,1,0,24,112,204,6,92,177,0,19,0
Singapore,SGP,2023-05-22,0,0,0,0,0,2,0,4,0,0,0,9,99,286,4,167,210,3,18,0
Singapore,SGP,2023-06-05,0,0,0,0,0,0,0,6,0,0,0,4,117,281,3,156,202,7,9,0
Singapore,SGP,2023-06-19,0,0,0,0,0,0,0,3,0,0,0,3,86,251,3,114,152,19,3,0
Singapore,SGP,2023-07-03,0,0,0,0,0,1,0,2,0,0,0,1,45,190,2,71,121,37,1,0
Singapore,SGP,2023-07-17,0,0,0,0,0,0,0,1,0,0,0,1,30,136,2,61,94,53,2,0
Singapore,SGP,2023-07-31,0,0,0,0,0,0,0,0,0,0,0,0,20,77,4,52,73,63,0,0
Singapore,SGP,2023-08-14,0,0,0,0,0,0,0,0,0,0,0,0,22,48,1,38,75,75,1,0
Singapore,SGP,2023-08-28,0,0,0,0,0,0,0,0,0,0,0,0,19,40,0,67,65,120,1,0
Singapore,SGP,2023-09-11,0,0,0,0,0,0,0,0,0,0,0,0,16,34,2,41,51,177,2,0
Singapore,SGP,2023-09-25,0,0,0,0,0,0,0,0,0,0,0,0,11,19,1,14,16,213,0,0
Sint Maarten (Dutch part),SXM,2021-08-02,19,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),SXM,2021-08-30,29,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),SXM,2021-09-13,4,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),SXM,2021-09-27,1,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),SXM,2022-01-03,0,0,0,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-03-01,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Slovakia,SVK,2021-03-15,496,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Slovakia,SVK,2021-03-29,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Slovakia,SVK,2021-04-12,633,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Slovakia,SVK,2021-04-26,383,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Slovakia,SVK,2021-05-10,301,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-05-24,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slovakia,SVK,2021-06-07,558,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Slovakia,SVK,2021-06-21,344,2,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Slovakia,SVK,2021-07-05,137,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Slovakia,SVK,2021-07-19,45,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Slovakia,SVK,2021-08-02,6,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-08-16,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-08-30,1,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-09-13,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-09-27,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-10-11,0,0,0,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-10-25,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-11-08,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-11-22,0,0,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-12-06,0,0,0,1499,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-12-20,0,0,0,725,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2022-01-03,0,0,0,487,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2022-01-17,0,0,0,495,581,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2022-01-31,0,0,0,180,2131,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slovakia,SVK,2022-02-14,0,0,0,29,1510,268,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slovakia,SVK,2022-02-28,0,0,0,5,1755,950,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2022-03-14,0,0,0,2,608,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2022-03-28,0,0,0,0,322,2004,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Slovakia,SVK,2022-04-11,0,0,0,0,99,1870,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Slovakia,SVK,2022-04-25,0,0,0,0,25,1246,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Slovakia,SVK,2022-05-09,0,0,0,0,10,944,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Slovakia,SVK,2022-05-23,0,0,0,0,4,430,7,0,6,10,0,0,0,0,0,0,0,0,1,0
Slovakia,SVK,2022-06-06,0,0,0,0,0,191,17,0,6,23,0,0,0,0,0,0,0,0,2,0
Slovakia,SVK,2022-06-20,0,0,0,0,1,99,23,0,12,99,0,0,0,0,0,0,0,0,5,0
Slovakia,SVK,2022-07-04,0,0,0,0,0,108,31,1,25,430,0,0,0,0,0,0,0,0,2,0
Slovakia,SVK,2022-07-18,0,0,0,0,0,42,23,0,23,852,0,0,0,0,0,0,0,0,19,0
Slovakia,SVK,2022-08-01,0,0,0,0,0,20,9,0,35,1351,0,0,0,0,0,0,0,0,17,0
Slovakia,SVK,2022-08-15,0,0,0,0,0,10,3,1,19,924,0,0,0,0,0,0,0,0,17,0
Slovakia,SVK,2022-08-29,0,0,0,0,0,1,1,1,14,735,0,0,0,0,0,0,0,0,6,0
Slovakia,SVK,2022-09-12,0,0,0,0,0,0,0,0,7,404,2,0,0,0,0,0,0,0,3,0
Slovakia,SVK,2022-09-26,0,0,0,0,0,0,2,2,6,454,2,0,0,0,0,0,0,0,5,0
Slovakia,SVK,2022-10-10,0,0,0,0,0,0,0,0,3,453,2,0,0,0,0,0,0,0,1,0
Slovakia,SVK,2022-10-24,0,0,0,0,0,1,0,3,3,272,7,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2022-11-07,0,0,0,0,0,1,0,9,1,206,16,1,0,0,0,0,0,0,0,0
Slovakia,SVK,2022-11-21,0,0,0,0,0,0,0,6,0,124,27,1,0,0,0,0,0,0,0,0
Slovakia,SVK,2023-02-13,0,0,0,0,0,0,0,28,0,28,64,4,15,0,8,2,0,0,9,0
Slovakia,SVK,2023-02-27,0,0,0,0,0,0,0,16,0,15,31,2,32,0,4,1,0,0,13,0
Slovakia,SVK,2023-03-13,0,0,0,0,0,0,0,18,0,13,40,4,81,0,9,3,0,0,15,0
Slovakia,SVK,2023-03-27,0,0,0,0,0,0,0,14,0,2,13,2,58,0,2,6,0,0,4,0
Slovenia,SVN,2021-03-01,162,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271
Slovenia,SVN,2021-03-15,387,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734
Slovenia,SVN,2021-03-29,1090,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610
Slovenia,SVN,2021-04-12,1300,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
Slovenia,SVN,2021-04-26,1757,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
Slovenia,SVN,2021-05-10,1326,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
Slovenia,SVN,2021-05-24,965,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Slovenia,SVN,2021-06-07,653,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Slovenia,SVN,2021-06-21,378,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Slovenia,SVN,2021-07-05,181,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Slovenia,SVN,2021-07-19,26,0,2,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Slovenia,SVN,2021-08-02,6,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slovenia,SVN,2021-08-16,6,0,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slovenia,SVN,2021-08-30,1,0,0,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Slovenia,SVN,2021-09-13,0,0,0,2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2021-09-27,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slovenia,SVN,2021-10-11,1,0,0,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slovenia,SVN,2021-10-25,0,0,0,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2021-11-08,0,0,0,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2021-11-22,0,0,0,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2021-12-06,0,0,0,2494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2021-12-20,4,0,0,1848,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Slovenia,SVN,2022-01-03,0,0,0,1413,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2022-01-17,0,0,0,454,3386,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2022-01-31,0,0,0,35,2183,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2022-02-14,0,0,0,6,2193,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2022-02-28,0,0,0,3,1661,333,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Slovenia,SVN,2022-03-14,0,0,0,2,976,592,0,0,0,1,0,0,0,0,0,0,0,0,6,0
Slovenia,SVN,2022-03-28,0,0,0,0,644,1068,0,0,0,0,0,0,0,0,0,0,0,0,20,2
Slovenia,SVN,2022-04-11,0,0,0,0,297,1172,0,0,0,0,0,0,0,0,0,0,0,0,32,0
Slovenia,SVN,2022-04-25,0,0,0,0,66,856,0,0,0,0,0,0,0,0,0,0,0,0,35,0
Slovenia,SVN,2022-05-09,0,0,0,0,13,486,1,0,0,1,0,0,0,0,0,0,0,0,14,0
Slovenia,SVN,2022-05-23,0,0,0,0,6,323,6,0,1,6,0,0,0,0,0,0,0,0,13,0
Slovenia,SVN,2022-06-06,0,0,0,0,2,163,13,0,6,39,0,0,0,0,0,0,0,0,6,0
Slovenia,SVN,2022-06-20,0,0,0,0,4,121,17,0,20,115,0,0,0,0,0,0,0,0,1,0
Slovenia,SVN,2022-07-04,0,0,0,0,0,77,24,0,41,433,0,0,0,0,0,0,0,0,8,0
Slovenia,SVN,2022-07-18,0,0,0,0,1,36,8,1,41,830,0,0,0,0,0,0,0,0,9,0
Slovenia,SVN,2022-08-01,0,0,0,0,0,17,10,0,33,892,0,0,0,0,0,0,0,0,3,0
Slovenia,SVN,2022-08-15,0,0,0,0,0,7,2,2,16,650,0,0,0,0,0,0,0,0,4,0
Slovenia,SVN,2022-08-29,0,0,0,0,0,0,0,3,11,579,0,0,0,0,0,0,0,0,5,0
Slovenia,SVN,2022-09-12,0,0,0,0,0,0,2,1,10,672,3,0,0,0,0,0,0,0,1,0
Slovenia,SVN,2022-09-26,0,0,0,0,0,0,0,3,17,930,0,0,0,0,0,0,0,0,1,0
Slovenia,SVN,2022-10-10,0,0,0,0,0,7,0,1,15,1039,1,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2022-10-24,0,0,0,0,0,6,0,14,19,911,25,1,0,0,0,0,0,0,1,0
Slovenia,SVN,2022-11-07,0,0,0,0,0,6,0,8,2,469,59,3,0,0,2,0,0,0,1,0
Slovenia,SVN,2022-11-21,0,0,0,0,0,29,0,15,1,383,63,4,0,0,2,0,0,0,2,0
Slovenia,SVN,2022-12-05,0,0,0,0,0,30,0,18,2,395,222,16,0,0,2,0,0,0,2,0
Slovenia,SVN,2022-12-19,0,0,0,0,0,32,0,29,1,498,510,13,1,0,18,0,0,0,24,0
Slovenia,SVN,2023-01-02,0,0,0,0,0,42,0,33,1,219,474,8,1,0,25,0,0,0,30,0
Slovenia,SVN,2023-01-16,0,0,0,0,0,12,0,40,0,95,252,7,32,0,17,2,0,0,34,0
Slovenia,SVN,2023-01-30,0,0,0,0,0,0,0,14,0,26,117,5,12,0,14,1,0,0,12,0
Slovenia,SVN,2023-02-13,0,0,0,0,0,2,0,42,0,23,103,2,24,0,24,2,0,0,12,0
Slovenia,SVN,2023-02-27,0,0,0,0,0,0,0,11,0,18,79,1,46,0,18,26,0,0,18,0
Slovenia,SVN,2023-03-13,0,0,0,0,0,0,0,24,0,7,67,2,95,0,15,26,0,0,22,0
Slovenia,SVN,2023-03-27,0,0,0,0,0,0,0,22,0,8,60,2,149,1,31,57,1,0,23,0
Slovenia,SVN,2023-04-10,0,0,0,0,0,0,0,5,0,2,32,4,127,1,29,80,1,0,8,0
Slovenia,SVN,2023-04-24,0,0,0,0,0,0,0,4,0,1,26,1,69,2,22,111,1,0,3,1
Slovenia,SVN,2023-05-08,0,0,0,0,0,0,0,0,0,0,10,0,52,5,19,68,1,0,1,0
Slovenia,SVN,2023-05-22,0,0,0,0,0,0,0,1,0,1,4,0,36,17,1,69,1,0,0,0
Slovenia,SVN,2023-06-05,0,0,0,0,0,0,0,0,0,0,2,1,34,21,1,55,5,0,0,0
South Africa,ZAF,2021-03-01,2,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2021-03-15,4,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
South Africa,ZAF,2021-03-29,14,236,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
South Africa,ZAF,2021-04-12,5,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
South Africa,ZAF,2021-04-26,7,291,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
South Africa,ZAF,2021-05-10,26,355,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
South Africa,ZAF,2021-05-24,49,360,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
South Africa,ZAF,2021-06-07,62,440,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
South Africa,ZAF,2021-06-21,54,286,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
South Africa,ZAF,2021-07-05,37,132,0,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
South Africa,ZAF,2021-07-19,2,38,0,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
South Africa,ZAF,2021-08-02,7,8,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
South Africa,ZAF,2021-08-16,0,11,0,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
South Africa,ZAF,2021-08-30,1,4,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
South Africa,ZAF,2021-09-13,0,3,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
South Africa,ZAF,2021-09-27,0,4,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
South Africa,ZAF,2021-10-11,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
South Africa,ZAF,2021-10-25,0,1,0,274,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
South Africa,ZAF,2021-11-08,0,2,0,113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
South Africa,ZAF,2021-11-22,0,2,0,59,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
South Africa,ZAF,2021-12-06,0,1,0,30,2020,13,0,0,0,0,0,0,0,0,0,0,0,0,0,32
South Africa,ZAF,2021-12-20,0,0,0,5,2275,71,0,0,0,0,0,0,0,0,0,0,0,0,2,41
South Africa,ZAF,2022-01-03,0,0,0,4,1357,173,0,0,0,0,0,0,0,0,0,0,0,0,2,17
South Africa,ZAF,2022-01-17,0,1,0,3,906,374,0,0,0,0,0,0,0,0,0,0,0,0,3,10
South Africa,ZAF,2022-01-31,0,0,0,3,416,623,0,0,0,0,0,0,0,0,0,0,0,0,5,5
South Africa,ZAF,2022-02-14,0,0,0,4,93,383,0,0,0,0,0,0,0,0,0,0,0,0,3,4
South Africa,ZAF,2022-02-28,1,0,0,4,45,493,0,0,3,0,0,0,0,0,0,0,0,0,9,1
South Africa,ZAF,2022-03-14,0,0,0,3,27,467,0,0,26,5,0,0,0,0,0,0,0,0,11,0
South Africa,ZAF,2022-03-28,0,0,0,4,22,420,0,0,97,21,0,0,0,0,0,0,0,0,6,1
South Africa,ZAF,2022-04-11,0,0,0,4,10,366,0,0,307,102,0,0,0,0,0,0,0,0,5,0
South Africa,ZAF,2022-04-25,0,0,0,0,12,264,0,0,519,144,0,0,0,0,0,0,0,0,1,3
South Africa,ZAF,2022-05-09,0,0,0,2,5,132,1,0,1201,415,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2022-05-23,0,0,0,1,3,23,2,0,647,329,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2022-06-06,0,0,0,0,4,17,5,0,544,255,0,0,0,0,0,0,0,0,1,1
South Africa,ZAF,2022-06-20,0,0,0,0,5,4,0,0,274,200,0,0,0,0,0,0,0,0,2,0
South Africa,ZAF,2022-07-04,0,0,0,0,4,10,2,0,129,127,0,0,0,0,0,0,0,0,7,1
South Africa,ZAF,2022-07-18,0,0,0,0,3,3,3,0,70,168,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2022-08-01,0,0,0,0,0,1,0,0,46,117,0,0,0,0,0,0,0,0,1,0
South Africa,ZAF,2022-08-15,0,0,0,0,4,0,0,0,32,86,0,0,0,0,0,0,0,0,4,0
South Africa,ZAF,2022-08-29,0,0,0,0,6,0,0,2,33,91,0,0,0,0,0,0,0,0,2,0
South Africa,ZAF,2022-09-12,0,0,0,0,2,1,0,1,34,134,4,0,0,0,0,0,0,0,5,0
South Africa,ZAF,2022-09-26,0,0,0,0,1,2,0,2,81,251,2,0,0,0,0,0,0,0,10,0
South Africa,ZAF,2022-10-10,0,0,0,0,0,1,0,3,26,271,8,1,0,0,0,0,0,0,5,0
South Africa,ZAF,2022-10-24,0,0,0,1,0,0,0,2,18,293,19,0,0,0,1,0,0,0,4,0
South Africa,ZAF,2022-11-07,0,0,0,0,0,3,0,5,11,318,30,7,0,0,0,0,0,0,6,0
South Africa,ZAF,2022-11-21,0,0,0,0,0,2,0,0,5,205,43,2,0,0,0,1,0,0,3,0
